,clean_text
2306,rajasthan governor kalyan singh ‘ all are bjp workers and want the bjp emerge victorious want that once again modi should become the important for the country’ 
2307,sometimes wonder modi such strong leader cell portrayswhy couldnt get grade director for his biopic like hiranibhansali etc
2308,why are our journos nice frauds like rajat gupta and karti chidabharam next will have barkha interview nirav modi and tell that innocent 
2309,simple who better than modi for our nation
2310,see modi has made them rich that modi
2311,what better days you expec tons money best cars vote for modi 
2312,rahulgandhi has announced minimum income guarantee all poor modi announces rs500 per month farmers holding below acres land  the best congress for all  
2313,you are more concerned than congis for this allianceany modi will win all seven seatsdelhiites are wiser than some called journos 
2314,there used whole agentsaffron adjacent side twitter that used blame the lack more virulent hindutva campaign modis caste
2315,modi need trend more social media marketing team thinks out the box 
2316,remarks the ani news agency pitroda who heads the congress overseas department and close friend the nehrugandhi family had sought more 
2317,for bjprss education tool for ideological indoctrination not means empower people modi govts new diktat students will only research those topics which please the emperor 
2318,now predict number free rides modi will get the chartered planes gautam bhai for election rallies all under auspices ecofindia
2319,assuming swamy right what has modi done prosecute punish the culprits how many the names mentioned swamy here are jail lie doesnt become the truth just because swamy modi repeat 1000 times
2320,sirji you guys sold chaddi dhari anna first placeindians are still paying for mistakemodi gang just interest that
2321,"this wasnt required the first place
modi made the environment where the muslims would feel subjugated
and now bhakts are this quest "
2322,"you try your best
never back modi the best"
2323,father was also banker gave very good life from his salary was never money minded like you all who only wants money without doing any work and help people like mallya and nirav modi scams and real needy people dont get loan they are not position bribe
2324,nice oped gurcharan das toi today where lists out many achievements modi govt and also makes valid points criticism and some unjustified points criticism see thread above
2325,working hard moreover honest toward his work supporting modi the right thing 
2326,from chaiwalla chowkidaar tshirt seller this pretty much majority indians career trajectory and you say narendra modi doesnt represent the common man
2327,took personal interest quoted incident ensure safety minorities prevention such incidents future the other hand indian bussy creating more chowkidars thats the difference new pakistan and modis india nutshell 
2328,trueyouth knows who good and who not goodmodi will not enough majority rule the governmentregional parties will play important role
2329,final days modi government adani project jharkhand becomes indias first power sector sez 
2330,har har modi ghar ghar modi modi jeise imandar milna moskil haiji modi the great leader the world want modi once again
2331,dont just talk you something say come with facts accusations allegations without facts doesnt become real unless proved name one scam modi which you guys have proved until now bet you dont have criticism good for good governance but not abuse
2332,right now news channel should discuss modi government 2014 manifesto how many promises fulfilled how many still pipeline but what they are discussing and showing sapna choudhary hema malinis banke biahri mandir
2333,“main bhi chowkidar” just another election gimmick from brand modi 
2334,centre state govts working together make india tbfree 2025 its most heartening that multipronged approach involving different stakeholders ensuring outcomes seen 
2335,"well isnt this how social media platform work study reveals modi engaged sachin tendulkar and amitabh bachchan twitter increase visiblity
"
2336,his sons study good schools not convent though modi has raised selfrespect manifold internationally muslims syria pakistan libiya turkey are towards selfextinction and forth when commented his wordly knowledge you know who blamed
2337,received shirt from today sincerely stand modi his call invoking the vigilant citizen each one you can also get your shirtmerchandise from 
2338,you think modi the best choice this election you believe his idea new india you are thought leader scholar academic columnist thinker join our efforts register here 
2339,social media lampoons modi’ evolution from chowkidar salesman the prime minister india with ‘chowkidar’ his name was caught peddling tshirts keychains twitter read 
2340,the language modi does this only then will hindus vote for him’ the very reason temples are govt control today the way temples are under state govt control and not under goi hope modi makes such promise and rather these ingrates shud vote for dmk cpm
2341,better modi atleast more democratic modi enough courage face media and give answer every question 
2342,today dollar highest ever modi told 2013 that rupee icu but today can see that rupee ventilator action plan must there and want 
2343,let anyone give single reason should not vote for bjp modi willing have debate till the chickens come home roost 
2344,"pakistanis are expert shooting their own foot
1965
1971
1999
and now 2019 hows the jaish dead sir modi killed sir "
2345,sold many airports adani sold lal qila adani gave worth millions dollars contractrafael ambani help modi and escape from india visited many countries help his friends get big contracts
2346,golden hour the first hour after traumatic injury when emergency treatment most likely successful clueless modi decided waste the golden hour shoot his film and let the wound attack become more threatening why 
2347,rise above jaativaad and reservation based our vote only for social workers iss baar modi sarkaar bihar
2348,almost that crowd has come eat free biryani and collect their tax money which you guys looted for years badme vote modi karenge 
2349,you refer last week tweet had clearly said she cant join she big time and supporter 
2350,ayushman bharat yojana doing much better even bill gates congratulate modi stop disrupting indias future
2351,"you think modi the best choice this election you think india needs modi once more you are thought leader scholar academic columnist thinker
join our efforts register here "
2352,bjp govt works only for rich ambani adani choksi modi rule rich have become richer and poor have become poorer this must stop india has grow equitably 
2353,never agree with anytime but like his straight forward answer opinions personal opinion sawmy far better than modi jaitley via 
2354,modi has deliberately done this drama and now claiming that chowkidar people should elect him only can catch fugitive like nirav and bring 
2355,first time the history india the opposition fighting elections without any agenda the only concern modi hatao manifesto development issues this the first elected government which public happy and corrupt politicians are crying its vice versa
2356,lol right modi using indian military campaigner for his elections
2357,deeply impressed quick learner modi who has his own way doing things president pranab mukherjee 
2358,astrologer from patna predict that modi will become again 2019 sure death
2359,vote modi for dignity community and for safe future for and kids
2360,not getting candidates bengaluru south bengaluru rural constituencies ready contest from any one constituency from above motta bhai bless  common man strong follower modi namo once again jai hind 
2361,will have our day for reacting when people will take arms against muslims either their govts will have take account reality will repeated more frequently throughout the western nations
2362,mai atal bihari avinash singh gandhi order deta mechokidar narender modi may 2019 morning joine kre @ thounds per day 201o 2024 call for more information
2363,then shld have election between mms and modi international scale that will awesome see who will comand 
2364,get chance interact with shri narendra modi directly the event held 31st march 5pm register now via mynt 
2365,and here another gift from the government parent taxfree special economic zone purpose built for ensure the poor india get all the externalities burning coal but tax nor cess 
2366,modi not the real hindu but there any difference between you and goons this why should vote for you this all you could come with 
2367,social media lampoons modi’ evolution from chowkidar salesman via 
2368,nothing better could want modi for lifetime india will attain the glory commensurate potential indians 
2369,how can anybody give this character ticket this shows tht country ppl the country good work good intentions not important only defeating modi important wht this fellows contribution towards our country wht knows abt politics naxalite thinking
2370,and tell modi last week hindus attack muslim family this india safe country and never
2371,rajasthan governor kalyan singh throws dignity governors office out window wants modi return 
2372,mamata good leader mamata deski dusmon har har modi ghar ghar modi modi the great leader the world
2373,lol think godse shud have also done nehru what did gandhi but wanna know against bjp modi read this 
2374,exactly people will actually pay listen modi unlike their stupid raga this great idea btw you should consider this one might help generate lot revenue for the party people would love contribute
2375,"youngest pellet gun victum hiba jan iok how come you say minorities are safe under rssbhajrangdal controlled modi govt
should post videos muslims lynched cowbhagts forced chant hindu slogan standing mosques remove beard under threat
mind your bussiness "
2376,who after nehru indira gandhi who after indira rajeev gandhi who after rajeev desperately try for rahul who after modi best person whoever can rule dynasty 
2377,how much yearly fund was allocated the and how much they spent can come with the white paper and ask your mlas too karnataka that will get seats have that leadreship this dont rely modi 
2378,worried modi might contest from constituency bangalore south far seemed favor inc but with modi picture things can change
2379,modi has done nothing for common indians product marketing through extensive advertising campaign funded his rich cronies 
2380,this nation never seen this kind overall performance anybody fails recognize clearly know what theres intention modi again for another years
2381,bjp struggles find candidates west bengal graffiti shows modi asking cow contest hilarious  
2382,but only modi first
2383,atleast modi bought new fighter jets for our airforce give them some teeth congress yrs did nothing and had left our airforce toothless 
2384,"pakistani nation knows well about the rights minorites and are already protecting the rights minorites one thing more hindus pakistan are more safe than muslims india
this imran khans naya pakistan not modis terrorist state"
2385,rahul isnt mature politician rahul managing director from congress companies har har modi ghar ghar modi modi jeise imandar milna moskil haiji modi the great leader the world support modi
2386,modi appreciate your capability and quick decision maker and our nation safe your hands but sad back one thing you have forgotten shanawaj khanplease dont ignored that person
2387,wish more strength the shoulders narendra modi
2388,she actually promoted modi govt good works 
2389,but the spineless leaderships all over the world doesnt give that confidence hve already stated many times how leaders turn impotent after ascending positions power
2390,"libbie gang will tell you that aurangzeb was great because made his own topis sell and make money modi selling tshirt the same greatness aurangzeb does prove that modi will tyrant like aurangzeb
discuss"
2391,the votes get divided modi will win unite tone one strong opposition 
2392,shri arvind kejriwal shame shame aap congress bail party gathbandhan karke public will majak bana rahe you will remembered great darth the indian politics modi oppose thik hai but opposition itna mat giro
2393,smriti kerala hahaha good come our trollers will have lots fun and for bjp even modi cant win seat kerala that sreedharanan pilla also know via 
2394,sane bold decision annapurna all yadavas should support modi for nation
2395,why you have conspire people jharkhand anyway dont expect much count your last few days final days modi government adani project jharkhand becomes indias first power sector sez via 
2396,nation first  vande mataram modi again  for behatar bharat
2397,final days modi government adani project jharkhand becomes indias first power sector sez reports 
2398,watch how narendra modi govt reduced corruption with innovative steps 
2399,modi’ village electrification among world’ biggest successes since 2000 more than 900 million people gained access electricity asia with the region getting electrified 2017 compared with 2000 this progress happened india only
2400,mahinda rajapakshe yogi adityanath are rare gems the world governance
2401,border transcending saw satisfied changed 
2402,now that have agreed that congres screwed big time defence perhaps even just enrich themselves want know how many rafales modi brought india years that upa couldntchose not their term 126360 ans 
2403,absolutely right from bangladesh joker
2404,vote for major sir vote for modi 
2405,arvind best way defeating him that you leave the post delhi contest the election against modi from vanaras constituency you did past also till now body strong who can defeat him even body ready file the nomination against him
2406,what have you and your modi done these years for this for that matter for pandit community its better you leave this hate and apologize for all the bigotry have done last years one day you might welcome here like every pandit 
2407,chokidr kutte moat maro dont need these type chokidar which are products modi sarkrthis also the real face bjp
2408,"
these measures modi govt aimed empowering the farmersfind out more this video via namo app"
2409,will give modi whistle cap wants chowkidar akbaruddin owaisi 
2410,"odd days you call the best after independence even days you abuse modi just satisfy your gandhi family
man known the company keeps and babu are two sides same coin"
2411,chandrababu naidu calls modi ‘demon’ jds mla wants ‘crush jaws’ modi supporters politics india reaches new low via 
2412,even aftr trying for the 7th time for last mins couldnt even book train tickets via irctc websitesame error msg displaydy the gov even thinking going more digital wherein they cant even mnge simple ticket booking site 
2413,"life filled with unanswered questions the road success always under construction
may should named road enlightenment its long and difficult jharkhand has also invented coalfired power plant for via "
2414,better rahul contests from pakistan you have many supporters like hafeez masood azhar dawood imran khan aur india jijjaaaa sure win amethi you can not win wayand people still remember disaster management modi
2415,the job indias sell the world the idea our nation attractive investment destination but too busy selling his tshirts like salesman worry about the rest the country 
2416,"“ narendra modi feels that film called narendra modi not having good quality acting both ironic and exhibit the mediocrity the acting talent outside indian politics” member the film production told the dependent
 "
2417,should but wont and its indisputable fact now that anyone who challengescondemnsabuses modi bound turn beloved the pseudosecular politicians and brigade lutyen media who will any extent glorify such individuals
2418,crore jobs lost while modi was busy marketing himself rahul gandhi 
2419,modi power lusty but gandhi family very saint people right modi bad but has money pocket but gandhi good because has lot currupt money his pocket right
2420,modi the kid boosted gang thieves through window his only job and open the door that his gang can come loot bjp doesnt expect come back power they are using the time remaining leach much resources out india they can 
2421,the larger blame increasing pollution congestion delhi has min modi minister was adamant his decision increasing metro fare which was opposed govt this money making decision has costed delhi metro lost lakh commuters 
2422,very interesting 2019 election bjp said congressi chor congressi said modi chor matter should decision who chor like babri case
2423,whats going controversial amendments environmental laws procedures documents reveal modi and javadekars war indias environment via 
2424,you can have your opinions modi one should immune criticism but modi really worked his way the top from lower middle class kid who worked tea stall modi became the the worlds biggest democracy really took along with his rise 
2425,indian version pmln the similarities between modi’ party and that are striking
2426,finally rahul gandhi brings more credible agenda against bjp but may too late 
2427,yeah modi acts exactly like unlike mms who was puppet sonia ilks you dont like him and praise imran khan the enemy nation quite understandable
2428,you said sir till now the common men have not been experienced the good governance our country they are not realising that its time consuming exercise for taking less time for that sure they will realised once modi get the second term
2429,will fight for our own rights need modi govt forever jai bhajpa 
2430,report card while the leader the government has fared remarkably well political leader has done quite badly mainly has never stopped being the campaign mode writes srinivasaraghavan read 
2431,् े ें ाँ ैं ााोी ् the foundation for new india 2022 has already been laid the modi govt with the vision housing health and education for all india realising its aspirations towards prosperous future via namo app
2432,"
under modi govt there arbitrary discretion only development the auction natural resources coal and spectrum infamous for upa scams was done fair and transparent manner now all rules based and with only development mind"
2433,lok sabha elections 2019 live updates nitin gadkari contest from nagpur files nomination india news 
2434,the more such people will bury the truth the more will come out soon must ahead the way truth who afraid those cowards who threaten for exposing there reality keep going teach them reason there doubt that modi will india again
2435,years congress rule can the corevoting issue when the congress power the bjp opposition right now modi power congress the opposition bjp cant seem get used that how about voting years modis rule
2436,good morning see why nirav modi escape 
2437,cannot understand wat modi has done yrs probably bcoz live dubai not india
2438,"् े ें ाँ ैं ााोी ्।
ो ि ोी ी ि े। development has become mass movement under modi govt with economic social and political empowerment life one and all has witnessed positive paradigm shift this new india
via namo app"
2439,modis rise incredibly inspirational its reminder and everyone that its possible rise matter where you come from sure imran khan has had his share struggle and hard work but politician hes nothing but puppet leader failing state 
2440,another meltdown india which will further rejoice when modi will get relect for more years which will show the hard steps took for betterment our economy are for people not for votes 
2441,phir modi sarkar get lost yaar more chowkidar
2442,modi keeps winning till 2024 are gonna call his third term … third reich 
2443,nothing compared modi being called psychopath terrorist names his mother being dragged into the whole thing the most abused
2444,problems slap them now will return strip you nude thru electorial voting ls2019 elections more will follow 
2445,"
worlds first modithemed cafe tamil nadu more videos "
2446,after raga sir also entertaining people very well 
2447,great thought sirlooking forward see you once again apki baar modi sarkar
2448,also condemn being dancer disgrace rather chor and vat mafia would have been better adjective for her btw did you condemn when modis mother was abused never heard any presstitute speaking word then
2449,what modi’ new twitter trend 
2450,are bjp workers and would want modi win kalyan singh rajasthan governor 
2451,will give modi whistle and cap wants chowkidar akbaruddin owaisi 
2452,modi tweets times halfanhour urges celebs motivate fans vote for more details click here 
2453,must use our right and modi
2454,substantiate what sensed earlier the buzz hopeexcitement clearly missing thats biggest failure political class the whole election abt opposing electing one man modi might win again but his own voters wll vote expectation 
2455,country where modi’ face and the unabashedly hubristic “main bhi chowkidar” slogan everywhere frankly nice see humility and teamwork compassion leader 
2456,long hav dumb rich due2corruption ppl like bharat can never better choose wiselywe always chose best our lifeschool collegecareer doctors etc need2choose person like our 
2457,please request tweet more and more give chance tweet modi modi modi
2458,tathagata roy wants genocide against rohingyas boycott kashmiri muslims anandiben patel says ‘modi sahab khyal rakhna’ and how this under modi goverbor offices have become extension rss shakhas you need any more proofs 
2459,modi will win with better margins
2460,you account credited guess all the best and keep reporting your selective outrage keep blaming modi for issues level 
2461,yet this happens and this happens everyday hindu girls being abducted and converted rather regular this separate case was only lucky enough get media coverage but somehow imran khan being better looking makes him better than modi 
2462,chowkidar new symbol unity and identity new india thanks the visionary thought modi 
2463,modi agenda new india developmenta trillion economy 202425a strong capable india 2022opposition agenda how remove modi tht dey can start corruption nation has choose nationalist modi corrupts loot nation
2464,please dont forget remove fakendra modis corrupt fake and failure government remember bring great congress and the best rahul gandhi would next india 
2465,lok sabha election 2019 live made possible says ganga yatra 
2466,"just watch fun
modi will win election
huh"
2467,narendra modi movie trailer seems one the most fakest trailer ’ ever seen 
2468,fakendra modi chor hai please dont forget remove fakendra modis corrupt fake and failure government remember bring great congress and the best rahul gandhi 
2469,only modi govtcompleted kannur airport kerela fulfilled expectations kerala people which was pending since last yrothers govt not get time complete this since 1947for this airport fastest revenue employment coming nowthen why some people criticise modi govt 
2470,gst modi was one obstructing for years tell what have bjp changed congs bill dbt was started during congress gdp nose dived comparison upa curruption free give mudra can govt share the data data public domain
2471,who are you ambanis chowkidar are saying change modi but can accept gadkari shut your chowkidari the rich change napkins for modi
2472,modi wants rule india for another 5year term then there should peace harmony india this modi’ clear doctrine retain power hence modi amit shah duo will any extent create ruckus 
2473,happy birthday you narendra damodar das modi
2474,jai nmo support modi modi will not win election then think one can make our country great please dont miss the chance and give vote modi plzzzzzzand motivate others also give vote thanks
2475,sapna based zirakpur mbl 9646741311 blood serve honest good persons this the highest seat you become lok sabha will great honor also only modi bjp
2476,governor the bjp party not the people kalyan singh rajasthan guv says want modi become and bjp win the lok sabha elections
2477,its modi who gave freedom speech asuddain and akbaruddin owasi and during congress rule their mouths were shut filled with beef biryani given sonia and rahul gandhi
2478,bjp works like gang ruled pers looted huge money bjp collected huge funds from rich corpo wave off bank loans return democratic insti subverted ministry are run modi ministrs work like spare wheels modishah dont like goodintelligent ppl
2479,unprecedented amount money being spent modi his reelection print media hoardings radio what the source this money india has right know 
2480,this seems sequel the one with modis picture checked the net original was republican party 
2481,years has disrupted society destroyed farming community demolished the middleclass dismantled jobs for the youth damaged democracy quite spectacular show 
2482,please dont forget remove fakendra modis corrupt fake and failure government remember bring great congress and the best rahul gandhi 
2483,just like modi was acting like man fighting from varanasi well fact should have definitely won from vadodra because his track record guj was great but still fought from varanasi because was scared
2484,cbi standoff after modi won election was well known that asthana would join cbi says former gujarat top cop huffpost india 
2485,and why the whole world behaves that only gujrat this religious riots happened and yeah modi gets clean cheat from supreme court
2486,"can you please give writing that modi comes power and election are conducted 2024 you will for good leave this country forever
politics would already end this election "
2487,ashley tellis “for all the histrionics that have marked modi’ term office three achievements however incomplete are likely make real difference india’ strategic fortunes over time” 
2488,grand old party sonia gandhi abdicating their responsibility projecting lightweight front modi according public have field worthy candidate like for 
2489,please spare time and read this article this tells why could not bring the fugitives like others back much before time eye opener how these guys were shielded the law 
2490,this story true request confirmation 
2491,add prefix your name chaukidar mai vision par believe karta hoon modi cheater and mai party sadasya nahi but desh hit sochta hoon best luck
2492,modi loser even wins will cheat win remember cheaters never prosper 
2493,astrologer from patna predict that sure death modi will become again 2019
2494,"since his coming power prime minister narendra modi has undone the years neglect and brought the legacy our legends the forefront this line with the government’ motto keeping ‘india first’ over any party ideology family
"
2495,how sad these helpless indian citizens with rights injured modi’ gundas their sisters mother insulted abused threatened leave india this incredible indiacan you guys educated tolerant civilised defeat such sentiment may
2496,have already granted them nearly 1000 leeway reform themselves but has been avail let try different route
2497,modi killed thousand muslim gujrat and samjuta express but hindu girl convert islam their own wish videos have been viral social media know your problem pakistan defeat you all international forum but still looking prof balakot 
2498,looks more like modi prachaar 
2499,mam fault lies with people only elect such dim wits they are the one who bring bad name party give vote for modi but his name sometimes elect filth and hurts
2500,"yes bcuz india sent lot terrorists balochistan for terrorists activities but failed  
our educated person not like modi who kills his own people win election even for peace our released abhinanden moreover dont smoke stupid indian "
2501,✌️ the foundation for new india 2022 has already been laid the modi govt with the vision housing health and education for all india realising its aspirations towards prosperous future via namo app
2502,you along with chidu should jail this true nation wants know nirav modi business associate 
2503,have you not noticed baroda has been neglected govt offices baroda still function like the 1980ties whatever happened the funds received ’ all the dark this the baroda that voted modi full support and yet here arestruggling
2504,well said obviously one’ perfect may disagree with some modi’ policies give feedback that’ actually healthy since don’ want cong ‘family’ always right’ culture but there’ least doubting his commitment ability make our nation better place
2505,sir impress brought the notice voter his action tirugu batu not called vennu potu now ycpmusugu loo kedikcrchormodi real vennu potudhroham 5crs jagan helping kedikcr avoid one lakh crores krishna godavari waters due 
2506,stead going for auction neerab modi’ bunglow and generate some amount out itwas preferred demolished whywas there any fear tracing some documents connecting involvement high profile people
2507,election commission indiaevery thing india baised eci acts only complaintsnot their ownrailway busairline tickets all carry modi photos eci blind and doing their bit for modi win
2508,feel the one xtremely more interested perhaps facilitating this ghatiyabandan than the2 parties themselves for fear modi taking over delhi making lutyans most uncomfortable
2509,what about also good and opposite modi 
2510,hope sustains life trust modi and his vision but warned that development guy and not blind hindu rashtra person
2511,one aspect pertinent point many are ignoring which need state again again regarding the acquittal people from terror cases and especially sri modi from the innumerable cases that was going unendingly until was finally given cleanchit
2512,these are not concerned our paid mediajournalist they are more concerned about modi
2513,havent jibes taunts been always part keralites who were bjp supportersplace where stay ekmbjp mocked but that should never matter goahead proudly with lotus pinned your heart swagger your step vote for bjp modi too
2514,honeble sir you are write are already compain the aam public his vote festive india loksabha and lelceted the all bjp candidate and modi becomes with full majority while gaves the decision favour and india jai hind sir are proud you
2515,"akbaruddin owaisi challenges modi again questions ‘main bhi chowkidar’ campaign
"
2516,good morning making fool fakendra modi chor hai please dont forget remove fakendra modis corrupt fake and failure government remember bring great congress and the best rahul gandhi 
2517,cronyism full cry 
2518,controversy over modi biopic escalates more videos 
2519,“modi’ name echoing across the country made india proud everywhere and strong bharat will established under his leadership” yogi adityanath said 
2520,you now started playing hindu muslim politics your agenda had chnaged modi hatao you would have done good job your tenure surely you dont have beg for alliance with congress any other party
2521,you think chirkuts like knows more than think about indians more than ratan tata then you are delusional 
2522,can modi match intellectual and with class presentations must starting salute sir 
2523,invite you join support coming general elections visit join help shape banenge layenge modi dobara via via 
2524,modi neeti saaf hai uss jazbe kadr karti hun yes agree some decisions and opinionswe may disagree buthes the best india has ever seen
2525,ways till 2029 modi contesting for sure 
2526,bedi and modi share some good memories about their encounter with crocodiles modi had brought baby croc home during his childhood and everyone knows kabir croc love khoon bhari maang 
2527,"rahul gandhi time west
narendra modi all time best"
2528,wont surprised modi sends president kovind campaign for bjp next 
2529,yaar agree its fault modi but what particular govt staff doingjounke depart saaf nahi rakhsakta hai woh kya desh baare mein sochsaktha haiso govt shld declare all govt departments private which political party will 
2530,this razacker has nothing better the leader small extremist communal party mainstream muslims not prescribe his ideology modi cares two hoots for him his party media makes look like important personality
2531,quite clear this was done with deliberate intentions mislead public 
2532,narendra modi new york last week tonight with john oliver hbo via 
2533,good for nothing bjp fakendra modi fool making sure 
2534,the main difference 2014 modi begged for votes become 2019 beg him become india again
2535,modi sir would like meet you any senior authorityi having wonderful plan for empowering unemployment regards anoop gupta greater noida
2536,hope had seen promised delivered before 2014 atleast this analogy for states where you are power and modi would have never come power only promising wont help 
2537,days before elections dates were announced modi govt amended the sez act for adani project jharkhand become the first standalone power project india get the status and benefits sez adani will save billion annually 
2538,modi led central government establishment exposed chaukidaarchorhai but the bhakts foolishly responded with maibhichaukidaar called themselves chor its high time for unemployed youth india respond with 
2539,good for nothing bjp government and fakendra modi chor hai 
2540,this remember how people had started finding faults prasoon joshi after the qna london with the now people have started finding fault our stars who have been tagged the for amazing times appear nonbhakt oppose anything linked modi 
2541,jai modi will doing anything and the bjp was alive afterwards and will remain jai hind
2542,anpad ankitaise bolegaaadont surprise others thinking different you are perfect example for another andh modi bhakt who carries only hatred bhakt
2543,kalyan singhcharge sheet ready term endsmodi istutias cover
2544,hindu can win even its narendra modi
2545,during his gaurav yatra modi has referred sonia gori chamdi wali but has not yet referred her race specifically should once the elections have been notified the can rule him out court read more 
2546,can start online petition appealing censor board and modi who ever can stop the from releasing least blur vivek oberois face all the scenes just cant imagine him modis role
2547,aapa not educated modi gave birth her new technology 
2548,modi have one simple suggestion for voting most the people areworking outside their hometownsfor voting they have take leave and travel kms you introduce online voting would helpful for every onetime and money also save
2549,narendra modi pulling india back the 1970s news which came washington post jan23 2017 dont want see this type news select good party rule 
2550,putin lets work for russia trump lets make america great again jinping lets make china superpower modi lets order namo tshirts
2551,rapist nihalchand given ticket again and thats how sanskari narendra modi wants make feel women india safe 
2552,good acting but modi better
2553,like modi secretly sent greetings imran khan pak national day this called writing love letter not beffiting reply 
2554,correct now that they arent let sonia fight from varanasi rahul from gandhinagar you are confident enough sonia rauls win over modi shah irrespective locations 
2555,need this kind activity whole india aware indian people support modi 
2556,"sir miss you
you left when india needed you most 
but are little happy that you gave strength and enegry which can used for this election make modi once again ☺
thank you sir for great work  shanti "
2557,when comes telangana whole heartedly supported trs when comes india then one and only modi 
2558,"final days modi government adani project jharkhand becomes indias first power sector sez the decision will save the company billion annually clean energy cess alone read full report here 
"
2559,"ram manohar lohia would have been proud nda government modi
"
2560,better than your congress who sold our country modi actually reclaiming back
2561,modi was handed huge opportunity sad thing that refused listen the heartbeat the country the arrogance came fight for the soul the nation choice clear 
2562,yogi missing from the dais modi rallies more star campaigner
2563,people are told about modi govt isnt better than manmohan singh govt there the govt giving subside directly the bill but modi govt told put their accounts which never reached corrupt lpg company bankers and central govt responsible they all telling true lies
2564,cambridge analytica sends money for spewing venom against modi not for stealing vote from dynasts their alliance naturally these salaries employee will stick their real job after “andhera” prakash raj another paid modi hater bites the dust
2565,fine article giving the history the dubious manner which the lokpal has been appointed the fat end the modi regime 
2566,defeat modi else will prime minister for ever this can happen people will more than happy but kejriwal people will make sure that wont become for even single time
2567,surely will vote for modi
2568,bye bye bjp government and fakendra modi chor hai please dont forget remove fakendra modis corrupt fake and failure government remember bring great congress and the best rahul gandhi 
2569,imran khan acting wisely hindu girls case but what about modi taking any action against mob the ans because modi converting india into unsafe place for minorities give good piece advice modi
2570,pakistan must everything its power bring modi back power these elections our best betwhile delusional rabid rss dog the most divisive figure indian historyfast tracking the implosion indian union 
2571,"all think more intelligent thn tata sir and were useful ever env him
educated ppl india world chanting name
"
2572,also itself one the reasons make happy etc etc
2573,bjps manoj tiwari meets sapna choudhary amid congress membership backandforth says happy she campaigns for modi 
2574,polls 2019 will see modi’ wave again 2019 says ram madhav economic times 
2575,india mange more namo modi necessary for development india modi necessary for vishwa guru modi necessary for development kisan modi necessary for healthy india modi necessary for development peoples education modi necessary for safety country
2576,akbaruddin owaisi slams modi over his main bhi chowkidar campaign economic times 
2577,india many people trying spread propaganda that modi not good for india and need aware all people that its not true
2578,this time tested sir same plank used modi more coarse and brazenly 2017 guj assembly election true ignites voters
2579,right now congress seems good option only because modi has set the bar low leaving the seat empty would look like improvement but remember the congress started aadhaar the congress too has overseen corporate exploitation our natural resources
2580,firmly believe that under the leadership narendra modi ्े ि have aleady arrived spme degree and more are come forms the govt the center again after the upcoming elections his image 
2581,would you able what modiji done you are capable encourage rahul misbehave criticize modi spoiling his career advise rahul join modiji you congress wants real vikas this message from janta janardanor ready suffer duffer should understand
2582,modi should change the name “chowkidar for adani groups and chowkidar for ambani group “ will best tagline how many projects adani group has got after modi power ‍♂️
2583,from selling tshirts selling the whole country thats narendra modi for you 
2584,one uses nuclear will never used sure that but once get rafeal 400 pak army will trouble they don’ have answer for that they shud careful modi comes back takes revenge does not leave kashmir use anyone
2585,modi good businessman years back sold dreams now after completion tenure still selling tshirts and caps building the brand modi this going benefit you think before press button  your vote precious 
2586,the charges against rajat gupta and nirav modi aren’ remotely similar not defending him but best not compare apples oranges
2587,these are new additions already existing npas over all rather than reducing npas modi has added yet another class new npas
2588,view cong should support from begusarai and ensure his entry parliament capable effectively countering modi
2589,"maha milawat for satta swarth and shoshan narendra modi targets mahagathbandhan latest blog post
"
2590,dear please read all 490 tweets and understand complete matter daughter mukesh ambani posting vulgarity orders modi 
2591,seems fan modihe ready equip the chowkidar according modi does chowkidari with these equipment will look better than sis security agency workers
2592,"sir think the biggest achievement the government that they have transformed the infrastructure india upside down people shud vote again modi leap the higher level
now not sky but stratosphere will the limit "
2593,entire opposition trying malign image one person this the proof how strong modi and how faithful towards nation 
2594,would you able what modiji done you are capable encourage rahul misbehave criticize modi spoiling his career advise rahul join modiji you congress wants real vikas this message from janta janardanor ready suffer duffer should understand 
2595,"hve traversed the same beaten track even over the yrs
let try new one"
2596,lol now modi responsible for not hosting his website properly 
2597,"how dare call modi demon
this hypocrite should made show his real face the publicand should take action and this should example"
2598,the able capable and innovative enough look india afresh “ for one optimistic that with his leadership india will that new india that has promised” 
2599,but you questioned modi jis headgears giving the right and the moral authority troll you
2600,railing against sonia because the colour her skin indeed her place birth her premarriage nationality would breach the model code conduct sources said read more 
2601,hate congress for many reasons but remember they are not vicious vile bjp under modi shah 
2602,ी ो ाी ाें तरफ ी े ा तरफ right why has fight all when will not doing anything debates not even asking question 
2603,"said because did kudos nitin gadkari heavyweight and most efficient minister modi govt
"
2604,the cronies the cronies for the cronies 2002 adani enterprises his main holding company was worth barely million decade later claimed have built assets worth billion gujarat model modi adani modani 
2605,better than your congress who sold our country modi actually reclaiming back 
2606,read the truth behind how modi sold off indias most precious forests chor chowkidar 
2607,and modi claiming that corruption reduced during his tenure fact has increased manifold now govt officers are openly threatening demanding bribes like their birth right take bribes work done without exchange money
2608,ratan tata lavishes praise narendra modi says will deliver new india  
2609, nation pmimran same tke action against muslim family haryana indianstaterss modi followers brutel beaten muslims family why thy celebrate 
2610,lodha group big scamster nirav modi probably bigger has cheated millions under the pretense being bjp mla too busy satisfying his hunger for money power the cost investors
2611,how supposed good friends with you you see nothing wrong demonizing entire community 
