,airline_sentiment,text
13049,0,americanair but dont you worry delta took good care of me your loss their gain
13050,2,americanair welcome anyone who works in those conditions deserves a thank you even though i am other side of atlantic lol xx
13051,1,americanair could you check if there is swu typo in last post space on aa199 mxpjfk feb 28th thanks
13052,1,americanair could you check if there is svu space on aa199 mxpjfk feb 28th thanks
13053,2,americanair thanks gang mind if i ask do you handle all of your social media in house
13054,0,americanair sure is whats more frustrating is being stranded at the airport with our fate in your hands
13055,0,americanair thanks for telling me my flight got cancelled flightled when it wasnt now i have a missing luggage because of you thanks fam
13056,2,americanair yes i have thanks
13057,0,americanair 77min still on hold to chg award travel sorrynotsorry
13058,0,americanair your people on the phone cant see those and to have it be over 800 difference thats a poor process then
13059,2,americanair i got a new reservation for tomorrow thanks
13060,1,americanair i have a couple questions for you if you're available for pm
13061,1,americanair is my friends flight 386 from jax to dfw cancelled flighted
13062,0,americanair still not taking calls    storm ended 2 days ago be like pats and doyourjob
13063,2,americanair 90 dollar rt ticket to chicago yes please
13064,1,americanair thank you
13065,2,americanair lets all have a extraordinary week and make it a year to remember goingforgreat 2015 thanks so much american airlines
13066,0,americanair not helpful
13067,0,americanair you expect us to spend our hard earn  to fly and make exceptions when you have extra call volume however you never make acpt
13068,1,americanair but my friend was told she was able to use her credit with the airline towards one of my flights then was told she couldnt
13069,0,americanair hour and a half after landing bags are finally trickling off httptco4kbtzvju3b
13070,1,americanair well you spelled my name wrong
13071,0,americanair 2 hours now  no im not patient  why dont you have a call back feature or pay someone to answer the phone not tweet onhold
13072,0,americanair please do something about boarding at dca 35x many delays  buses to planes on tarmac despite empty gates disorganized mess
13073,0,americanair no standby line update online or on app either is troubling
13074,0,americanair no had to cancelled flight my trip instead of a 25 future trip voucher a 25 drink coupon wouldve been better wakinginmemphis
13075,2,americanair thx just sent the dm
13076,0,americanair unbelievable that i cannot even wait on hold to speak to a human being to resolve my issue the system simply hangs up
13077,0,americanair thanks to your airline i now have a ruined bag and you refuse to do anything about it
13078,0,americanair 4 open kiosks for priority with no line and only 4 open for main check in for 80100 ppl
13079,0,americanair i have the app  after my nonsense flight cancelled flightation yesterday i wasnt able to use the app or kiosk today hour long line
13080,0,americanair thank u did reach out to both and have not had a response yet lost and found goes straight to vm
13081,0,americanair bag has not yet been located again 5th time ive checked it how can tracking my bag be this hard for your system
13082,0,americanair fyicall stilling getting dropped  after an hour of continuous dialing attempted to cancelled flight online but not able to help
13083,0,americanair maxfitgirl29 next time fly southwest
13084,0,americanair still on hold way to suck
13085,2,americanair kudos to the crew of flt 167 today specially to carlton loved your new 767300 keep up the good work aa
13086,0,americanair are flights leaving dallas right now in maui trying to figure out how delayed flight 7 is going to be
13087,0,americanair ask your new colleagues usairways how they handled us 728 on 21 feb i expect to be made whole again check complaint inbox
13088,0,americanair get me outta here
13089,0,americanair just tried calling got a high call volume at this moment message and then it said goodbye and hung up...
13090,0,americanair really appreciate the great customer service one of your service agents just hung up on me when asking legitimate questions
13091,0,americanair dont they already know   isnt everyone sharing how nasty the food is its not even close to decent
13092,2,americanair thank you its much appreciated we have been on the plane for 90 min now at the gate
13093,0,americanair did you guys get rid of the functionality on httptcor1oqaveo7i to put a reservation on hold for 24 hours i dont see it
13094,0,americanair on hold since 5am when no one can get to the airport cancelled flight flight dont make us pay huge fee to change flight
13095,2,americanair all of the nicest people in the world work at admirals clubs gladys in san juan es mi amiga
13096,1,americanair due to road conditions
13097,1,americanair i was going to change it to tomorrow because i am concerned if the fllight does make i wont be able to leave the airport   12
13098,2,americanair i love very much your planes can you please follow me back its an amazing bussines
13099,0,americanair so if your genuine give me your opinion  on what occurred last night 445 fly  from phl to mia no assistance at airport
13100,0,americanair how can i get a flight change while in the air delays causing a missed connection again there is 1 seat for late flightr
13101,0,americanair i think 2 weeks of waiting is more than enough time for you to contact me  this is why you lose customers
13102,0,americanair way to suck at customer service dallas is trapped in an ice storm but you didnt cancelled flight 7am flight amp been on hold all day
13103,0,americanair umm unexpected unexpected meaning you guys didnt know you had a major staff shortage 
13104,0,americanair also do you have any way to speak to someone on the phone your 1800  has been hanging up on me all day
13105,2,americanair sfo natt the agent who helped me really did an awesome job
13106,0,americanair i paid seat upgrade b4 the severe weather  got booked on another flight but did not get upgrade was calling to inquire help
13107,2,americanair thanks
13108,2,americanair well done all of you xx
13109,2,americanair thanks having issues checking in for flight please check our dm convo for more info
13110,0,americanair you dont care about keeping your customers safe or at least you didnt care about my sister
13111,0,americanair maybe you should stop tweeting and start calling or make it available for people to wait onhold instead of hanging up on us
13112,0,americanair thats not the point say its 1300 at the counter when i clearly see 500 on your site aa agent was  a loss 4 words too
13113,0,americanair when will callers from the east coast be able to speak to an actual human for reservation support all agents busy call late flightr
13114,2,americanair my father loved working for you as well as panam
13115,0,americanair 249 ewr  dfw is now stopping bna to refuel 4 bad weather are you just trying to get the plane closer 2 dfw then cancelled flight on us
13116,0,americanair is there something wrong with the website no matter what flight i select it says its no longer available
13117,0,americanair now youre sending a gate agent to talk to us joke of an airline thanks for ruining my vacation neverflyaaagain
13118,2,americanair  cxl flight rebooked 2 pax no problems thank you and everyone at aa for helping us all out
13119,0,americanair we have been sitting on the plane for over an hour unacceptable you have a complete disregard for customer service
13120,1,americanair i wrote down the evoucher number i got rid of the voucher when i purchased air fair
13121,0,americanair only fluctuated because aa took 2 hrs to call me backended up paying extra in us so above statement not true
13122,1,americanair mattthomasnews when did american airlines start flying to and from siberia wait this is the usa oy
13123,1,americanair followback
13124,1,americanair hahaha meanwhile in russia
13125,2,americanair thanks for keeping us safe
13126,0,"americanair there was no one from aa at the woase2015 event helsinkiairport
lots of info available of winterops"
13127,1,americanair is that the record locator
13128,0,americanair you keep returning my call and hanging up when i answer help reflight booking problems a flight
13129,0,americanair been calling for over 24hrs now and getting no where but told to call back by the automated system is extremely frustrating
13130,0,americanair just sad that even after spending so much on tickets all i wanted was for my wife to still go with her sister and no help
13131,0,americanair usairways you can help by now finding my baggage  reply to me asap with who i can direct details to
13132,1,americanair no prebook flight for wifes 40th bday in no i recently have had surgery and cant travel wont let another go in my place
13133,0,americanair 4hrs late flightr i get a call back and immediately disconnected
13134,2,americanair my pleasure next aa flight  this wednesday to milan italy for midoexhibition  see you then 
13135,0,americanair your team rebooked my cancelled flightled aa flight on a different airline new airline has no such flight booking problems flight is this evening
13136,0,americanair why have i been on hold for almost 3 hours this is ridiculous
13137,0,americanair i dont like making a scene but this hasnt been addressed properly please have them do that
13138,2,americanair thank you for all the help  p you guys are the best  americanairlines americanair
13139,0,americanair derekc21  hello any one out there  have you forgotten me   i need a  luggage  for ba  your dropping the ball here 
13140,0,americanair am on hold for the 2nd time today need help with confirming the new flights you arranged for me can you expedite this
13141,0,americanair served the nastiest food ive ever seen yesterdayrubber chicken in slime the entire cabin sent their food backfas can confirm
13142,0,americanair  terrible response how about someone picking up the phone and calling meit is now 49 hours with no luggage
13143,0,americanair really
13144,0,americanair how can i when system always hangs up on me
13145,1,americanair dm sent
13146,2,americanair exceptional customer service from aa  my misplaced item was waiting for me at checkin followed by a smooth flight thank you
13147,0,americanair in line at sfo customer service is rude disorganized and congested very dissapointing
13148,0,americanair help attempting to cancelled flight a flight but cant get thru 800 number call gets dropped when saying agent flight is 224
13149,1,americanair okay i just sent it
13150,0,americanair edplotts dont bother trying to get anywhere with their customer service team either as take 2 months and counting to reply
13151,2,americanair thanks
13152,0,americanair seriously you treat your passengers like shit
13153,0,americanair 30 minutes since landing  flight 1531 from miami and no luggage whats the delay
13154,0,americanair got it so its just paying extra not to sit in the way back awesome never again
13155,0,americanair define sincerely your actions do not reflect what youre saying in a poor attempt to redeem yourselves on social media
13156,1,americanair id like to explore both options and what the cost might be to change the date and destination
13157,1,"americanair americanview
the view of oregon from seat 31f flight aa1469 22215 httptcot9jbn9wztq"
13158,2,"americanair will award me 50000 air miles yes i am going to take a vacation 
thanksamericanairlines"
13159,0,americanair follows the talent pm of bdsm porn site httptcouqgw6qsffu new economy dungeon class coming httptcopl9sop5ihu
13160,0,americanair usairways who is the next stop after customer service
13161,0,americanair you said this last time it doesnt take 6 weeks to reply to an email
13162,2,americanair sure thank you
13163,1,americanair i need some help my record locator is bringing up two different flights in your system one op by aa amp one from us airways
13164,0,americanair im trying to make a reservation with a lt 2 year old lap child dont see any option online how do i proceed with reservation
13165,0,americanair 45min wait to get deiced in tulsanot good servicelooks like everyone will miss connections not due to weather fight is on
13166,0,americanair my flight 1337 is cancelled flightled  can you let me know what my new flight info is
13167,0,americanair why would you sell seats for a 7 hour flight with half of the legroom occupied by an escape raft httptcodtheyofxrb
13168,1,americanair dmed back
13169,1,"yessir rt ""americanair yourlocalnyer good morning rob were showing the flight to sunny mexico just pushed off the gate"""
13170,0,americanair my flight through dallas was cancelled flightled and i talked to reservations agent and got a new flight but have not received an email
13171,0,americanair last flight ever on aa you botched this weather delay to the point of absurdity id pay more to fly delta
13172,0,americanair  id be happy to hold on the phone but your phone system is not allowing that and simply hangs up
13173,0,americanair trying desperately to rebook my moms flight waited 10 hours for callback got disconnected and they didn't call back help
13174,0,americanair thanks but dont understand why they couldnt have used the tug at the next gate over ground crew took a break unacceptable
13175,0,americanair that will be the third time i have been called by 8004337300 an hung on before anyone speaks what do i do now
13176,0,americanair now the second flight i was put on was cancelled flightled with no explanation missed my first meetingoutraged
13177,0,americanair how clueless is aa been waiting to hear for 25 weeks about a refund from a cancelled flightled flight amp been on hold now for 1hr 49min
13178,2,americanair fantastic thanks again for coming thru with great customer service
13179,0,americanair no we departed 24 hours late flightr with a crazy crew one of the lady simply freaked out and got away from job before departure
13180,0,americanair dont require us to memorize a fiveword phrase and remember it after we hear another six million options
13181,0,americanair 2 months and still no exec platinum member cards what gives
13182,0,americanair for the love of all that is holy if your automated phone system is going to give like 8 options give numerical shortcuts
13183,0,americanair you can tweet but not call youre like a bad boyfriend
13184,2,americanair tywinter its really the small thingsthe detailsthat make an excellent experience or a really irritating one
13185,2,americanair thanks great stuff i can only imagine how jammed everything is
13186,0,americanair britishairways trying to speak with an agent about my flight to london tonight but cant get anyone from aa  can you help
13187,0,americanair ohi already have turned  itover to them but apparently losing someones bag on their honeymoon doesnt require accountability
13188,0,americanair ive been trying to reach your customer service for two days i have received zero response never traveling aa again
13189,0,americanair 6 hours to get backs back after being sat on a plane for 4 hours to have flight cancelled flightled with only one small drink
13190,0,americanair cnn nbsnewsr cnnbrk except you arent working with her americanair youve done nothing to help
13191,1,americanair need help on a reservation can you follow so that i can dm details thanks
13192,0,americanair you need to have a look at your handling of flight 106 and 104 company of yours size should have protocols in place to help
13193,0,americanair literally just stopped allowing people to wait in line for customer service incredible from worst to no customer service
13194,0,americanair weve 15 official complaints signed by americanairlines lima supervisor customer relations pls compensate 4 the 10hour delay
13195,0,americanair i need to rebook and i cannot get an agent can you help
13196,0,americanair back in uk now no thanks to your staff that wouldnt me or the other passengers stranded just laughed at us
13197,0,americanair followed i tried to usairways record locator number gave me an error code
13198,0,americanair well if you wont let me handle my reservationchange online amp your reservation call  hangs up on me wtf do i do bullshit
13199,2,americanair yay thanks appreciate the help i know its nuts right now with the cold and ice
13200,0,americanair received an email requesting i call about a res but i keep getting kicked off of your phone system help
13201,1,americanair need help changing a flight please dm
13202,0,americanair flight cancelled flightled and was trying to reschedule but 800 number just says to call back
13203,1,americanair will my us air points now be combined with yours
13204,0,americanair and feel free to email me mikehertz7gmailcom  dont worry were not going anywhere but this damn tarmac for a bit
13205,1,americanair research buddy read my previous tweets and get some context
13206,0,americanair you have said the same thing to me over and over again but phrased differently how about some actual help
13207,0,americanair because your planes toilet wasnt working and they needed gas this is flight 1081 leaving dulles going to lax do some
13208,0,americanair youre not finding it bc united  rebooked us on your airline when they realized they couldnt get us home  and were at ord
13209,1,americanair is 2513 and 1555 on time or cancelled flightled
13210,2,americanair thank you
13211,0,americanair boarded flight 2334 at 830am  now 1140  still sitting on runway  lots o fun
13212,0,americanair funny you should say that i have been monitoring since january 1st no change in availability fakeawards luvisbetter
13213,1,americanair done
13214,1,americanair would it be possible to change my flight on your website many thanks
13215,0,americanair flight home cancelled flightled today  any way we can get another flight to nyc from texas 4 hour wait for a call back from airline
13216,0,americanair justynmoro i totally agree  you get the automatic phone attendent that goes no where and hangs up  lousy service
13217,1,americanair this receipt doesnt show the evoucher value nor does it mention having used an evoucher
13218,0,americanair ive been trying to call your reservations desk for past 12 hours and cant get through  this is not what i expected
13219,0,americanair customer service is terriblebeen waiting 6 weeks for a reply to an email not helpful at all and keep brushing off problems
13220,0,americanair its taken care of already ive come to expect this level of horrible service from you time and time again
13221,0,americanair why am i not being given a callback option why has this service been turned off
13222,0,americanair i was flying today to mty mex at 930am but still appear cancelled flight where can i talk for another flight
13223,0,americanair you didnt call did you try it and then youll understand  its not possible to reach an agenti dont know what else to do
13224,0,americanair ok we will probably cancelled flight our flights then take a refund and get home another way wednesday wont work for us
13225,1,americanair  thats what i am hoping for
13226,0,americanair also i have to wait more than 2 hours before i can speak to someone on the phone  i cant wait 2 hours  
13227,0,americanair make that 7hours now
13228,2,americanair me too despite the chaos im still grateful for a flight home 
13229,0,americanair how am i supposed to cancelled flight it if i cant do it online  i dont want to lose all the funds on the ticket  help 
13230,0,americanair poor customer service is just unacceptable also how bout the surfer on the front of your website noloveforsurfers pretend
13231,0,americanair i need help  im trying to cancelled flight a flight before it takes off but i cant get a hold of anyone because all lines are busy
13232,2,americanair its always nice coming home but i wish youd fly laxmad and keep me away from iberia  goingforgreat
13233,0,americanair trying  to cancelled flight fligt 2321 ohare to dallas 1217pm high call volume no one answer online no confirmation thanku
13234,0,americanair no i was not given the choice by the rep meelan uk aa contact center to escalate flight to a supervisor and had to book with change
13235,0,americanair retrain in customer service first make proper adjustments when cancelled flightling flights own up to your mistakes
13236,0,americanair wish you had a better mobile app  you should look at the app from united as it is much more seemless to check in
13237,0,americanair delayed flight six hours missed international connection extra night in a hotel and still have to pay for a 15lb surfboardbag
13238,1,americanair dmed the name
13239,0,americanair no vouchers 4 cancelled flighted flight due 2 weather todays issue broken tire no vouchers cause tire was broken by weather nomoaa
13240,0,americanair worst airline you cancelled flight our flight and dont even let us know even though we are traveling with children
13241,0,americanair long mait repair wait at gate  capt said paperwork formality forced to check bag rudelyreturning cc reader doesnt work
13242,0,americanair one hour to check in is 45 minutes too long mia fail
13243,0,americanair thx for showing me that your twitter appreciates me more than your employees sure another airline would like my 1300 nohotel
13244,2,americanair thanks a response is better than nothing at all ahem usairways
13245,0,americanair i cant get through to a customer rep to help me out this is the only option i have got
13246,2,americanair those were snacks we left on purpose for your team  for being so helpful this morning at the desk and on the phone
13247,1,americanair flight 353
13248,0,americanair she could even see that i had tried to make the transaction but wouldnt offer me the price id tried to purchase it at
13249,0,americanair usairways maam if you have a complaint you should visit our customer service desk sees line 45 people deep
13250,0,americanair united well have time and they arent doing a damn thing im the guy in the winter hat and frowny face
13251,0,americanair so much for status ep and 15 million miles  revenue first class ticket and im sitting in coach thanks your rude cs staff
13252,0,americanair united just deplaned at ohare gate k13 why dont you send a customer service rep to discuss my situation god knows
13253,0,americanair i dmd you anything you can do
13254,0,americanair by the time the 2 hrs passed before i got a call back the ticket was more  it wasnt my fault yet i had to pay extra
13255,0,americanair this is all i gotta say to yall amp your staff for real httptcorkprxtgvfl
13256,0,americanair no it wouldnt let me complete transaction because it was one way from barbados to nyc
13257,0,americanair my brothers flight into dfw was cancelled flightled yesterday are you flying from ont to dfw today
13258,0,americanair the customer service today is unsat flight cnx not notified called for 6 hours and the phone line does not even let me hold
13259,0,americanair refund
13260,0,americanair im still patiently waiting for a response to my complaint email on fri what is the normal response time
13261,0,americanair the flight im trying to change is in 4 hours and ive been trying to reach an agent for 72 now this is unbelievable
13262,0,americanair why is it ok that noone can help me with the bag you lost on my honeymoon 3months ago this is not responsible or professional
13263,0,americanair sjcgtlax after the fourth time i gave up
13264,0,americanair my flight to san angelo via dallas from orlando cancelled flighted help on hold and disconnect
13265,0,americanair lucymay surely much better to let us all share the feedback unless you have something to hide
13266,0,americanair your staff at jfk airport are discussing the way we were left stranded
13267,0,americanair can you add my ktn to an existing reservation its not letting me add it online
13268,0,americanair still no response from aa great job guys
13269,1,americanair i need help cancelled flighting an upcoming flight made with aadvantage miles record locator hfjkto can someone please assist
13270,0,americanair confused at the definition of a preferred seat i paid extra for one and got a regular seat with no legroom unimpressed
13271,1,americanair lost black wallet at dallasairporti was on flight 2208 to clewould appreciate ur help last i used it at starbucks on a20
13272,1,americanair thank you but ill be cancelled flighting my return flight as ive already rebooked with another airline so i can get home today
13273,1,americanair fl 249 to dfw is leaving newark on time but is going to nashville first  will i get stuck in nashville
13274,0,americanair howdy having trouble getting rebooked after flight cancelled flightled cant get thru via phone and web erroring out can you help
13275,0,americanair oh yea thats it cmon buddy bring your special friend united to the conversation  they seem to be doing nothing at all
13276,0,americanair why are there only 2 agents at domestic check in at mia wtf huge lines and many people with cancelled flightled flights
13277,0,americanair i was told i had a 20minute wait time after waiting hours and an hour has gone by this is ridiculous
13278,0,americanair i dmed
13279,0,americanair dont see response
13280,2,americanair gotta love those skycaps solving problems faster than anyone else in the terminal and they did it with a smile on their face
13281,0,americanair you guys need to educate your employees on what a pink tag is and stop losing my guitar for the 10 thousandth time
13282,0,americanair pretty frustrating when you cant even stay on hold to get help after a flight cancelled flightation
13283,0,americanair united youre both equally terrible and im going to fight until i get complete satisfaction for how we were mistreated
13284,0,americanair united wrote back saying its been a challenging weekthats for sure  no shit
13285,0,americanair united contact me or do something to alleviate this terrible terrible service but no your 22 year old social media guru
13286,0,americanair united week is going to make up for anything or put me at ease  you should be asking me how you can fix things how to
13287,0,americanair cnnbrk they didnt address the assult or drinks spilled on her  the drunk passenger had to have a wheelchair to get off plane
13288,0,americanair united and a complete lack of faith in your companies its really a shame that you think telling me its been a challenging
13289,0,americanair priority baggage evidently means it comes out last
13290,0,americanair united getting us to where we need to be this is not acceptable not to mention cancelled flighting meetingsinterviews for my client
13291,0,americanair between your airline and united ive now spent three extra days traveling domestic and spent hundreds of dollars
13292,0,americanair has the worst flights and customer service this is the second time ive been cancelled flighted gotta pay for hotel and find rides now
13293,0,americanair flight from dc to la not to mention fix the circuit breaker in our bathrooms because this plane is as old as me
13294,0,americanair what an incredibly arrogant thing to say while i sit here at ohare waiting for your incompetent airlines to refuel on a
13295,1,americanair why is it from june 1 thru december 31 there are no busfirst milesaaver awards available from cun to nyc explain whyfly
13296,0,americanair cnnbrk she tried they are not doing anything said they would talk to stewardess about serving drunks drinks how does that help
13297,0,americanair please improve business extra flight reservation process cant book online  what century are we in 25 min on hold
13298,0,americanair i tried already and i am on the waiting list for a call back 2hourwaitsucks
13299,0,americanair the most stressful morning and still had to pay to check a bag lax is a madhouse with a lot of angry customers yikes
13300,1,americanair its only 1500 characters i will respond via formal letter trust me i have plenty to say
13301,0,americanair as of now will do my best to never fly w americanairlines ever again yall have made this a day to remember
13302,0,americanair 4 phone calls 2 hrs of being sent back amp forth between two lines in the terminal and its the skycap that finds a solution
13303,0,americanair thanks for the responsetough night for all involved our flight got cancelled flightled as we started taxiing down the runway
13304,0,americanair what response is our flight out of montrose cancelled flightled or not
13305,2,americanair thank you for responding rather quickly btw
13306,1,americanair the saga continues
13307,0,americanair thanks for the dm rescheduling unfortunately your operations process at lax is chaos amp the reps refused to print the ticket
13308,2,americanair ok thank you
13309,1,americanair could you guys follow me so i can dm yall please
13310,0,americanair cancelled flighting my flight today because of weather in dallas without being charged
13311,0,americanair no i was told i got put on another flight and that i would get an email still havent gotten one yet
13312,0,americanair please try it yourself  call 18004337300 and see what happens then youll understand  allrepresentativesbusy nooption
13313,2,americanair thank you cc packermama1
13314,0,americanair i tried to check in but they redirect me to call in to usairways which i also cant get into contact with
13315,0,americanair flight delayed 3 times today due to flight officer 4333 from pit to ord 5 hour delay to date bademployeeproblem
13316,0,americanair pt 2 and the aa reservations phone number has been less than helpful telling me to change things online when i cant
13317,0,americanair yes but not with much help from you guys
13318,2,americanair thank you for not cancelled flighting all flights and putting my husbands life in danger driving in this weather safetyfirst
13319,0,americanair are there any travel advisories for toronto on today i cant access anything regarding international travel on your website
13320,0,americanair i understand that but 14 hours late flightr i still havent heard a word how can you plan your week with no zero information
13321,1,americanair two were non revs right
13322,1,americanair check your dm please
13323,2,americanair finally called cant get met seattle so refund will be processed thanks
13324,0,americanair my reservation is on hold not me  wish i was on hold but thats not possible with the phone issues at americanair
13325,0,americanair the app doesnt allow canadian address i used the mobile canadian site and it will not let you select a passenger
13326,0,americanair you are having phone issues  please fix it
13327,0,americanair i cant  no one cant get to hold  you cant get past the automated reply  it hangs up on you  frustrated
13328,0,americanair trying to get home is beyond complicated its should not be this hard students are split up and we will not fly aa ever again
13329,0,americanair is your website down i havent been able to check in to my flight all morning
13330,1,americanair can you tell me why flight 1542 from dfw to phl was cancelled flightled for tomorrow
13331,1,americanair how we looking we going to be able to get out on time flight353
13332,0,americanair my boyfriend was supposed to be home saturday but his flight from dc was cancelled flightled yet again please get him home
13333,0,americanair i tried that amp they have been disrespectful not professional amp my 2nd flight been cancelled flighted i have to get home for a surgeryhelp
13334,0,americanair  answer the phones  trying to change a reservation and havent been able to get a human to pick up in two days
13335,0,americanair now because you couldnt add my ktn which i asked for numerous times and no one answers the phone i missed my flightupset
13336,0,americanair flight us1562 from ric2dfw was cancelled flightled yesterday amp i was on hold w cust service from 610pm est4 hours no answer
13337,0,americanair got off the phone w rep now flight has disappeared locator irrlcd she said i was rescheduled help please
13338,0,americanair unamerican airlines just lies and poor customer services
13339,1,americanair thank you
13340,0,americanair they cathaypacific cathaypacificus cant even tell me what country they are in 
13341,1,americanair i sent you a dm can you please help
13342,2,americanair awesome flight this morning on aa3230 awesome crew and even landed early
13343,0,americanair yes just sayin that was a particularly poorly handled situation
13344,0,americanair i had to pay extra  cos that flight was no longer available just because it wouldnt accept my us card for a 1 way into nyc
13345,0,americanair  and airsouthwest  had a flight from chicago to buffalo about an hour before our flight  do they not care about safety
13346,0,americanair can you
13347,0,americanair could have voided the ticket since it was gt 24hrs since flight booking problems are you going to waive the fees still cant get through
13348,0,americanair  so does that mean your other flights going into buffalo from other locations you dont care about their safety
13349,0,americanair ive been in line for over half hour trying to see a representative now i might even miss the next flight too unacceptable
13350,0,americanair been trying to speak to agent for 24hrs about my cancelled flightled flight but reps always busy how do i get ahold of you
13351,1,americanair please follow me
13352,1,americanair any way that we could look at other options for today
13353,0,americanair youre almost as bad as united
13354,0,americanair usairways use the app you say httptcowny9tzsr8n
13355,0,americanair there is two hour wait
13356,0,americanair cant get thru to anyone on phone
13357,0,americanair  when do you anticipate decisions for cancelled flightlations at dfw tomorrow morning need to rearrange hotel reservations etc asap
13358,1,americanair i saw it finally come through on the mobile app however its for tomorrow and i have meetings tonight that im trying to make
13359,0,americanair ive been calling your 1800  all morning to change my name for an upcoming trip but am not able to get through please advise
13360,0,americanair usairways but i take meds that make me severely dehydrated sigh
13361,0,americanair dm me your email address  i will tell you my ordeal then you tell me what you think is fair
13362,0,americanair i did set up notifications through aa amp us airways still nothing
13363,0,americanair how can i get travel question answered quickly online and calling not helping with this busy day
13364,0,americanair  upon entering plane to 2 usairways stewardesses can i have some water no we dont do that please take your seat
13365,0,americanair the website wont let me view my reservation due to changes made outside httptconwf2fka8fy im on hold now to get help
13366,1,americanair i meant can you use the 50k bonus sign up mileage for alaska flights or only american
13367,0,americanair usairways outbound flight 2 hour delay bc air traffic amp 2 gate changes dividend miles member gets no email or text updates
13368,0,americanair record locator oaaret got email we couldnt be rebooked but got no notification flight was cancelled flightled
13369,1,americanair please confirm 2917 from ciddfw at 1130 departure will beis cancelled flighted dont want to make the hour drive
13370,2,americanair huge thanks for fixing our flights appreciate the customer service now if only i could get seats assigned me next to my wife
13371,1,americanair oaaret is our flight cancelled flightled
13372,0,americanair its not a friend its a legally required chaperone on a school trip
13373,0,americanair rldelahunty record loaaret got email we couldnt get rescheduled on another flight but dont know if flight is cancelled flightled
13374,0,"americanair its more than technical problems frustrated answerthephone 
res on hold and cant get thru to use a credit to pay for it"
13375,1,americanair good morning please let me know if i will be able to get those luggage tags   tx
13376,0,americanair cancelled flighted flights now im rerouted and have over 12 hrs of travel but you will bump paying customers for non revs custserv
13377,0,americanair on hold againestimated 2 hr hold
13378,0,americanair they sent her a letter and said they would talk to the stewardess about serving drunks drinks how does that help
13379,0,americanair supervisor mrobinson just served a lot of attitude cancelled flighted my flight out of spite then put me back on on crazybitch
13380,0,americanair at gate c11 your gate agents are turning paying customers away in favor of non revs
13381,0,americanair the one at 1130am my app still shows it as on time
13382,0,americanair andyellwood delk lol i was sure id wake up to more of a response than this halfthought auto tweet hope you made it out
13383,0,americanair aa2334 second week in a row delayed due to mechanical issues all the sleet outside and yet were stuck changing a tire
13384,2,americanair  thanks hoping that by wed i can get back to dfw
13385,1,americanair delta virginatlantic i need a vacation from all this ice httptco45ktssk18j
13386,0,americanair keep trying to call to change reservation and you keep hanging up on me
13387,2,americanair will do appreciate the replies though
13388,2,americanair although there was a 6 hour delay every single staff member from the ticket desk to the admirals club in was as sweet as pie
13389,1,americanair how are the runways at dfw will you be flying late flightr today thanks
13390,0,americanair bring my fiance meerikangas back to me
13391,0,americanair hahahaha this is crazy well heres to another night at the airport
13392,2,americanair kudos to ticket agents for 2224 for making passengers check bags that are too big to fit in overhead
13393,0,americanair but youre not sorry enough to compensate for either the extended time or cost difference to an alternate direct flight right
13394,0,americanair hoagy10 how about you stop cutting and pasting apologies and get some additional phone reps to do their jobs
13395,0,americanair work would be much better with my lesson plans and music for my classes today
13396,0,americanair your call system is a fucking joke
13397,1,americanair at lax amp just got off the phone wreservations every flight thatd get me to bos before 11 am tmrw is apparently unavailable 
13398,1,americanair are you anticipating weatherrelate flightd cancelled flightations for afternoon departures out of aus today
13399,1,americanair no worries dont blame you for weather
13400,0,americanair you moved us onto 655pm but there is availability on 150 and 330   no answer on your phone have young children  help
13401,0,americanair its our honeymooni paid extra business i was sitting next to my bride you bumped me because of status disgusted
13402,0,americanair deplaned for the 3rd fucking time fuck you aa
13403,0,americanair how do i redeem a travel voucher for a flight if i cant reach a travel agent by phone my hold expires in 24 hours
13404,0,americanair thanks but that results in missing the conference im attending are there options to book earlieror if notreceive a refund
13405,0,americanair it has been almost 4 hours and i have heard nothing yet from your reservations team what am i supposed to do
13406,0,americanair you cancelled flightled my flight due to weather when others are flying out just fine  no compensation no resolution  incompetent
13407,0,americanair 8 hours on the phone yesterday  really  still doesnt pick up status on us air flight
13408,1,americanair i need to be back in cleveland as early as possible tomorrow
13409,0,americanair worst experience ever virginamerica all the way
13410,0,americanair calling at 1am to tell me my flight has been rescheduled 12 hours late flightr than it was supposed be to seems like a bad solution
13411,0,americanair i fail to see how telling a caller that a bag may take 18 hours to get from jfk to brooklyn is the best we can
13412,2,americanair thanks to jacqueline in clt for cleaning up amexserve and usairways mess awesome service
13413,0,americanair its not about the weather its about the fact that i cant get ahold of anyone to help but you can tweet me back
13414,0,americanair please message me for assistance  cant get through to anyone
13415,1,americanair  trying to track down backs for two of my attendees help
13416,0,americanair ive witnessed a manager named denise yell at 2 different customers with my same issue rude
13417,0,americanair how comes no one has answered my calls or emails
13418,0,americanair at lax and your service reps just hand out the 800 number to call so thats not helpful
13419,0,americanair extend rtn flight to bereavement 22nd i could have change fee dropped now told noworse day of my life badcustomerservice
13420,0,americanair ive tried ten times now last night and this morninghow many times should i try have meetings to make tonight in atx
13421,1,americanair does that mean my ktn is not in my reservation
13422,2,americanair thanks for responding  will do
13423,0,americanair thanks that was done i just dont understand why those whose bags couldnt fit arent notified in airat landing technology
13424,0,americanair  i have still not talked to anyone you guys should be prepared for these situations how is this good service i am so mad
